발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
1999,남녀전체,00. All cancers,모든암,00-04세,540,16.1
1999,남녀전체,00. All cancers,모든암,05-09세,297,8.6
1999,남녀전체,00. All cancers,모든암,10-14세,306,9.6
1999,남녀전체,00. All cancers,모든암,15-19세,529,13.2
1999,남녀전체,00. All cancers,모든암,20-24세,720,18.4
1999,남녀전체,00. All cancers,모든암,25-29세,1539,33.5
1999,남녀전체,00. All cancers,모든암,30-34세,2682,60.8
1999,남녀전체,00. All cancers,모든암,35-39세,4967,110.9
1999,남녀전체,00. All cancers,모든암,40-44세,7014,181.5
1999,남녀전체,00. All cancers,모든암,45-49세,7531,278.8
1999,남녀전체,00. All cancers,모든암,50-54세,9307,419.5
1999,남녀전체,00. All cancers,모든암,55-59세,12860,607.5
1999,남녀전체,00. All cancers,모든암,60-64세,14664,841
1999,남녀전체,00. All cancers,모든암,65-69세,13161,1077.8
1999,남녀전체,00. All cancers,모든암,70-74세,11142,1331.6
1999,남녀전체,00. All cancers,모든암,75-79세,8575,1509.2
1999,남녀전체,00. All cancers,모든암,80-84세,4120,1387.8
1999,남녀전체,00. All cancers,모든암,85세이상,1900,1051.8
1999,남녀전체,00. All cancers,모든암,연령전체,101854,216
1999,남자,00. All cancers,모든암,00-04세,324,18.4
1999,남자,00. All cancers,모든암,05-09세,165,8.9
1999,남자,00. All cancers,모든암,10-14세,165,9.9
1999,남자,00. All cancers,모든암,15-19세,273,13.2
1999,남자,00. All cancers,모든암,20-24세,282,14
1999,남자,00. All cancers,모든암,25-29세,569,24.2
1999,남자,00. All cancers,모든암,30-34세,900,39.9
1999,남자,00. All cancers,모든암,35-39세,1937,84.3
1999,남자,00. All cancers,모든암,40-44세,3059,154.7
1999,남자,00. All cancers,모든암,45-49세,3908,284.5
1999,남자,00. All cancers,모든암,50-54세,5503,494.5
1999,남자,00. All cancers,모든암,55-59세,8123,795.9
1999,남자,00. All cancers,모든암,60-64세,9718,1213
1999,남자,00. All cancers,모든암,65-69세,8344,1663.8
1999,남자,00. All cancers,모든암,70-74세,6689,2133.4
1999,남자,00. All cancers,모든암,75-79세,4927,2451.2
1999,남자,00. All cancers,모든암,80-84세,2188,2422.3
1999,남자,00. All cancers,모든암,85세이상,809,1949.7
1999,남자,00. All cancers,모든암,연령전체,57883,244.4
1999,여자,00. All cancers,모든암,00-04세,216,13.6
1999,여자,00. All cancers,모든암,05-09세,132,8.1
1999,여자,00. All cancers,모든암,10-14세,141,9.3
1999,여자,00. All cancers,모든암,15-19세,256,13.2
1999,여자,00. All cancers,모든암,20-24세,438,22.9
1999,여자,00. All cancers,모든암,25-29세,970,43.2
1999,여자,00. All cancers,모든암,30-34세,1782,82.6
1999,여자,00. All cancers,모든암,35-39세,3030,138.9
1999,여자,00. All cancers,모든암,40-44세,3955,209.6
1999,여자,00. All cancers,모든암,45-49세,3623,272.9
1999,여자,00. All cancers,모든암,50-54세,3804,344
1999,여자,00. All cancers,모든암,55-59세,4737,432.1
1999,여자,00. All cancers,모든암,60-64세,4946,524.8
1999,여자,00. All cancers,모든암,65-69세,4817,669.4
1999,여자,00. All cancers,모든암,70-74세,4453,851.1
1999,여자,00. All cancers,모든암,75-79세,3648,993.5
1999,여자,00. All cancers,모든암,80-84세,1932,935.4
1999,여자,00. All cancers,모든암,85세이상,1091,784
1999,여자,00. All cancers,모든암,연령전체,43971,187.2
2000,남녀전체,00. All cancers,모든암,00-04세,506,15.5
2000,남녀전체,00. All cancers,모든암,05-09세,338,9.5
2000,남녀전체,00. All cancers,모든암,10-14세,292,9.3
2000,남녀전체,00. All cancers,모든암,15-19세,524,13.7
2000,남녀전체,00. All cancers,모든암,20-24세,694,17.7
2000,남녀전체,00. All cancers,모든암,25-29세,1472,32.8
2000,남녀전체,00. All cancers,모든암,30-34세,2728,60.9
2000,남녀전체,00. All cancers,모든암,35-39세,4651,105.4
2000,남녀전체,00. All cancers,모든암,40-44세,7048,173.3
2000,남녀전체,00. All cancers,모든암,45-49세,7869,271.6
2000,남녀전체,00. All cancers,모든암,50-54세,9499,409.7
2000,남녀전체,00. All cancers,모든암,55-59세,12387,593.1
2000,남녀전체,00. All cancers,모든암,60-64세,14594,812.3
2000,남녀전체,00. All cancers,모든암,65-69세,13851,1064.6
2000,남녀전체,00. All cancers,모든암,70-74세,11539,1306.1
2000,남녀전체,00. All cancers,모든암,75-79세,8671,1477
2000,남녀전체,00. All cancers,모든암,80-84세,4408,1424.2
2000,남녀전체,00. All cancers,모든암,85세이상,2061,1102.6
2000,남녀전체,00. All cancers,모든암,연령전체,103133,217
2000,남자,00. All cancers,모든암,00-04세,268,15.7
2000,남자,00. All cancers,모든암,05-09세,189,10
2000,남자,00. All cancers,모든암,10-14세,151,9.1
2000,남자,00. All cancers,모든암,15-19세,261,13.2
2000,남자,00. All cancers,모든암,20-24세,279,13.9
2000,남자,00. All cancers,모든암,25-29세,522,22.7
2000,남자,00. All cancers,모든암,30-34세,946,41.4
2000,남자,00. All cancers,모든암,35-39세,1784,78.8
2000,남자,00. All cancers,모든암,40-44세,2989,143.9
2000,남자,00. All cancers,모든암,45-49세,4045,275.1
2000,남자,00. All cancers,모든암,50-54세,5603,480.2
2000,남자,00. All cancers,모든암,55-59세,7873,779.9
2000,남자,00. All cancers,모든암,60-64세,9599,1154.8
2000,남자,00. All cancers,모든암,65-69세,8969,1647.4
2000,남자,00. All cancers,모든암,70-74세,6987,2124
2000,남자,00. All cancers,모든암,75-79세,4996,2416.1
2000,남자,00. All cancers,모든암,80-84세,2283,2377.5
2000,남자,00. All cancers,모든암,85세이상,815,1885
2000,남자,00. All cancers,모든암,연령전체,58559,245.4
2000,여자,00. All cancers,모든암,00-04세,238,15.3
2000,여자,00. All cancers,모든암,05-09세,149,9
2000,여자,00. All cancers,모든암,10-14세,141,9.4
2000,여자,00. All cancers,모든암,15-19세,263,14.2
2000,여자,00. All cancers,모든암,20-24세,415,21.7
2000,여자,00. All cancers,모든암,25-29세,950,43.3
2000,여자,00. All cancers,모든암,30-34세,1782,81.3
2000,여자,00. All cancers,모든암,35-39세,2867,133.6
2000,여자,00. All cancers,모든암,40-44세,4059,204
2000,여자,00. All cancers,모든암,45-49세,3824,268.1
2000,여자,00. All cancers,모든암,50-54세,3896,338.2
2000,여자,00. All cancers,모든암,55-59세,4514,418.4
2000,여자,00. All cancers,모든암,60-64세,4995,517.3
2000,여자,00. All cancers,모든암,65-69세,4882,645.2
2000,여자,00. All cancers,모든암,70-74세,4552,820.9
2000,여자,00. All cancers,모든암,75-79세,3675,966.4
2000,여자,00. All cancers,모든암,80-84세,2125,995.4
2000,여자,00. All cancers,모든암,85세이상,1246,867.1
2000,여자,00. All cancers,모든암,연령전체,44574,188.3
2001,남녀전체,00. All cancers,모든암,00-04세,561,17.7
2001,남녀전체,00. All cancers,모든암,05-09세,332,9.3
2001,남녀전체,00. All cancers,모든암,10-14세,305,9.6
2001,남녀전체,00. All cancers,모든암,15-19세,529,14.6
2001,남녀전체,00. All cancers,모든암,20-24세,826,20.8
2001,남녀전체,00. All cancers,모든암,25-29세,1579,36.5
2001,남녀전체,00. All cancers,모든암,30-34세,2941,64.4
2001,남녀전체,00. All cancers,모든암,35-39세,4864,113
2001,남녀전체,00. All cancers,모든암,40-44세,7948,186.5
2001,남녀전체,00. All cancers,모든암,45-49세,9222,292.4
2001,남녀전체,00. All cancers,모든암,50-54세,10420,435.3
2001,남녀전체,00. All cancers,모든암,55-59세,13028,633.5
2001,남녀전체,00. All cancers,모든암,60-64세,15908,862.3
2001,남녀전체,00. All cancers,모든암,65-69세,15401,1106.8
2001,남녀전체,00. All cancers,모든암,70-74세,12555,1354.2
2001,남녀전체,00. All cancers,모든암,75-79세,9099,1504.3
2001,남녀전체,00. All cancers,모든암,80-84세,4698,1445.5
2001,남녀전체,00. All cancers,모든암,85세이상,2218,1131.6
2001,남녀전체,00. All cancers,모든암,연령전체,112434,234.8
2001,남자,00. All cancers,모든암,00-04세,332,20.1
2001,남자,00. All cancers,모든암,05-09세,188,9.9
2001,남자,00. All cancers,모든암,10-14세,163,9.7
2001,남자,00. All cancers,모든암,15-19세,276,14.7
2001,남자,00. All cancers,모든암,20-24세,329,16.1
2001,남자,00. All cancers,모든암,25-29세,551,24.9
2001,남자,00. All cancers,모든암,30-34세,989,42.5
2001,남자,00. All cancers,모든암,35-39세,1748,78.8
2001,남자,00. All cancers,모든암,40-44세,3273,150.5
2001,남자,00. All cancers,모든암,45-49세,4535,283.8
2001,남자,00. All cancers,모든암,50-54세,6038,501.1
2001,남자,00. All cancers,모든암,55-59세,8238,824.6
2001,남자,00. All cancers,모든암,60-64세,10502,1223.5
2001,남자,00. All cancers,모든암,65-69세,9920,1671.7
2001,남자,00. All cancers,모든암,70-74세,7592,2198.6
2001,남자,00. All cancers,모든암,75-79세,5173,2448.4
2001,남자,00. All cancers,모든암,80-84세,2469,2421.5
2001,남자,00. All cancers,모든암,85세이상,930,2027.7
2001,남자,00. All cancers,모든암,연령전체,63246,263.2
2001,여자,00. All cancers,모든암,00-04세,229,15.2
2001,여자,00. All cancers,모든암,05-09세,144,8.6
2001,여자,00. All cancers,모든암,10-14세,142,9.4
2001,여자,00. All cancers,모든암,15-19세,253,14.5
2001,여자,00. All cancers,모든암,20-24세,497,25.6
2001,여자,00. All cancers,모든암,25-29세,1028,48.6
2001,여자,00. All cancers,모든암,30-34세,1952,87.1
2001,여자,00. All cancers,모든암,35-39세,3116,149.3
2001,여자,00. All cancers,모든암,40-44세,4675,224
2001,여자,00. All cancers,모든암,45-49세,4687,301.2
2001,여자,00. All cancers,모든암,50-54세,4382,368.6
2001,여자,00. All cancers,모든암,55-59세,4790,452.9
2001,여자,00. All cancers,모든암,60-64세,5406,547.9
2001,여자,00. All cancers,모든암,65-69세,5481,686.7
2001,여자,00. All cancers,모든암,70-74세,4963,853
2001,여자,00. All cancers,모든암,75-79세,3926,997.5
2001,여자,00. All cancers,모든암,80-84세,2229,999.3
2001,여자,00. All cancers,모든암,85세이상,1288,857.8
2001,여자,00. All cancers,모든암,연령전체,49188,206.3
2002,남녀전체,00. All cancers,모든암,00-04세,544,18
2002,남녀전체,00. All cancers,모든암,05-09세,307,8.7
2002,남녀전체,00. All cancers,모든암,10-14세,357,10.9
2002,남녀전체,00. All cancers,모든암,15-19세,482,14.1
2002,남녀전체,00. All cancers,모든암,20-24세,803,19.9
2002,남녀전체,00. All cancers,모든암,25-29세,1539,37
2002,남녀전체,00. All cancers,모든암,30-34세,2994,64.6
2002,남녀전체,00. All cancers,모든암,35-39세,4727,111.9
2002,남녀전체,00. All cancers,모든암,40-44세,8376,190.2
2002,남녀전체,00. All cancers,모든암,45-49세,10047,298.4
2002,남녀전체,00. All cancers,모든암,50-54세,10965,444.6
2002,남녀전체,00. All cancers,모든암,55-59세,12830,630.9
2002,남녀전체,00. All cancers,모든암,60-64세,16503,848.4
2002,남녀전체,00. All cancers,모든암,65-69세,16914,1149.4
2002,남녀전체,00. All cancers,모든암,70-74세,13628,1397.1
2002,남녀전체,00. All cancers,모든암,75-79세,9776,1571.8
2002,남녀전체,00. All cancers,모든암,80-84세,5434,1568.5
2002,남녀전체,00. All cancers,모든암,85세이상,2518,1212.9
2002,남녀전체,00. All cancers,모든암,연령전체,118744,246.7
2002,남자,00. All cancers,모든암,00-04세,306,19.4
2002,남자,00. All cancers,모든암,05-09세,183,9.8
2002,남자,00. All cancers,모든암,10-14세,207,11.9
2002,남자,00. All cancers,모든암,15-19세,244,13.8
2002,남자,00. All cancers,모든암,20-24세,316,15.3
2002,남자,00. All cancers,모든암,25-29세,489,23
2002,남자,00. All cancers,모든암,30-34세,957,40.6
2002,남자,00. All cancers,모든암,35-39세,1604,73.7
2002,남자,00. All cancers,모든암,40-44세,3339,148.7
2002,남자,00. All cancers,모든암,45-49세,4759,278.7
2002,남자,00. All cancers,모든암,50-54세,6183,498.1
2002,남자,00. All cancers,모든암,55-59세,7872,793.1
2002,남자,00. All cancers,모든암,60-64세,10807,1187.1
2002,남자,00. All cancers,모든암,65-69세,11026,1730.5
2002,남자,00. All cancers,모든암,70-74세,8341,2274.9
2002,남자,00. All cancers,모든암,75-79세,5611,2595.7
2002,남자,00. All cancers,모든암,80-84세,2931,2680.2
2002,남자,00. All cancers,모든암,85세이상,1075,2180.9
2002,남자,00. All cancers,모든암,연령전체,66250,274.3
2002,여자,00. All cancers,모든암,00-04세,238,16.5
2002,여자,00. All cancers,모든암,05-09세,124,7.5
2002,여자,00. All cancers,모든암,10-14세,150,9.7
2002,여자,00. All cancers,모든암,15-19세,238,14.5
2002,여자,00. All cancers,모든암,20-24세,487,24.8
2002,여자,00. All cancers,모든암,25-29세,1050,51.4
2002,여자,00. All cancers,모든암,30-34세,2037,89.6
2002,여자,00. All cancers,모든암,35-39세,3123,152.3
2002,여자,00. All cancers,모든암,40-44세,5037,233.4
2002,여자,00. All cancers,모든암,45-49세,5288,318.6
2002,여자,00. All cancers,모든암,50-54세,4782,390.4
2002,여자,00. All cancers,모든암,55-59세,4958,476.3
2002,여자,00. All cancers,모든암,60-64세,5696,550.4
2002,여자,00. All cancers,모든암,65-69세,5888,705.6
2002,여자,00. All cancers,모든암,70-74세,5287,868.4
2002,여자,00. All cancers,모든암,75-79세,4165,1026.4
2002,여자,00. All cancers,모든암,80-84세,2503,1055.8
2002,여자,00. All cancers,모든암,85세이상,1443,911.5
2002,여자,00. All cancers,모든암,연령전체,52494,219
2003,남녀전체,00. All cancers,모든암,00-04세,518,18.2
2003,남녀전체,00. All cancers,모든암,05-09세,324,9.3
2003,남녀전체,00. All cancers,모든암,10-14세,363,10.8
2003,남녀전체,00. All cancers,모든암,15-19세,505,15.6
2003,남녀전체,00. All cancers,모든암,20-24세,899,22.2
2003,남녀전체,00. All cancers,모든암,25-29세,1660,41.5
2003,남녀전체,00. All cancers,모든암,30-34세,3337,72.3
2003,남녀전체,00. All cancers,모든암,35-39세,5120,120.1
2003,남녀전체,00. All cancers,모든암,40-44세,8970,202.2
2003,남녀전체,00. All cancers,모든암,45-49세,10917,306.3
2003,남녀전체,00. All cancers,모든암,50-54세,11553,454.2
2003,남녀전체,00. All cancers,모든암,55-59세,13070,632.6
2003,남녀전체,00. All cancers,모든암,60-64세,17568,869.4
2003,남녀전체,00. All cancers,모든암,65-69세,17747,1148.9
2003,남녀전체,00. All cancers,모든암,70-74세,14663,1428.8
2003,남녀전체,00. All cancers,모든암,75-79세,10034,1557.3
2003,남녀전체,00. All cancers,모든암,80-84세,5959,1586.1
2003,남녀전체,00. All cancers,모든암,85세이상,2859,1312.2
2003,남녀전체,00. All cancers,모든암,연령전체,126067,261
2003,남자,00. All cancers,모든암,00-04세,303,20.3
2003,남자,00. All cancers,모든암,05-09세,202,11
2003,남자,00. All cancers,모든암,10-14세,204,11.4
2003,남자,00. All cancers,모든암,15-19세,263,15.6
2003,남자,00. All cancers,모든암,20-24세,331,15.9
2003,남자,00. All cancers,모든암,25-29세,534,26.2
2003,남자,00. All cancers,모든암,30-34세,1047,44.5
2003,남자,00. All cancers,모든암,35-39세,1780,81.7
2003,남자,00. All cancers,모든암,40-44세,3509,155.1
2003,남자,00. All cancers,모든암,45-49세,5064,279.7
2003,남자,00. All cancers,모든암,50-54세,6399,500.2
2003,남자,00. All cancers,모든암,55-59세,7883,777.2
2003,남자,00. All cancers,모든암,60-64세,11448,1205.8
2003,남자,00. All cancers,모든암,65-69세,11599,1712.8
2003,남자,00. All cancers,모든암,70-74세,9004,2297.3
2003,남자,00. All cancers,모든암,75-79세,5766,2582.8
2003,남자,00. All cancers,모든암,80-84세,3133,2638.8
2003,남자,00. All cancers,모든암,85세이상,1280,2438.5
2003,남자,00. All cancers,모든암,연령전체,69749,287.8
2003,여자,00. All cancers,모든암,00-04세,215,15.8
2003,여자,00. All cancers,모든암,05-09세,122,7.5
2003,여자,00. All cancers,모든암,10-14세,159,10
2003,여자,00. All cancers,모든암,15-19세,242,15.6
2003,여자,00. All cancers,모든암,20-24세,568,28.8
2003,여자,00. All cancers,모든암,25-29세,1126,57.4
2003,여자,00. All cancers,모든암,30-34세,2290,101.4
2003,여자,00. All cancers,모든암,35-39세,3340,160.4
2003,여자,00. All cancers,모든암,40-44세,5461,251.3
2003,여자,00. All cancers,모든암,45-49세,5853,333.8
2003,여자,00. All cancers,모든암,50-54세,5154,407.7
2003,여자,00. All cancers,모든암,55-59세,5187,493.2
2003,여자,00. All cancers,모든암,60-64세,6120,571.2
2003,여자,00. All cancers,모든암,65-69세,6148,708.8
2003,여자,00. All cancers,모든암,70-74세,5659,892.1
2003,여자,00. All cancers,모든암,75-79세,4268,1013.6
2003,여자,00. All cancers,모든암,80-84세,2826,1099.7
2003,여자,00. All cancers,모든암,85세이상,1579,954.8
2003,여자,00. All cancers,모든암,연령전체,56318,233.9
2004,남녀전체,00. All cancers,모든암,00-04세,479,17.7
2004,남녀전체,00. All cancers,모든암,05-09세,294,8.7
2004,남녀전체,00. All cancers,모든암,10-14세,365,10.6
2004,남녀전체,00. All cancers,모든암,15-19세,489,15.5
2004,남녀전체,00. All cancers,모든암,20-24세,920,23.1
2004,남녀전체,00. All cancers,모든암,25-29세,1683,43.3
2004,남녀전체,00. All cancers,모든암,30-34세,3516,77.3
2004,남녀전체,00. All cancers,모든암,35-39세,5550,127.5
2004,남녀전체,00. All cancers,모든암,40-44세,9395,213.3
2004,남녀전체,00. All cancers,모든암,45-49세,12466,329.3
2004,남녀전체,00. All cancers,모든암,50-54세,12206,463.1
2004,남녀전체,00. All cancers,모든암,55-59세,14024,652.4
2004,남녀전체,00. All cancers,모든암,60-64세,18066,894.5
2004,남녀전체,00. All cancers,모든암,65-69세,19337,1192.8
2004,남녀전체,00. All cancers,모든암,70-74세,15428,1421.9
2004,남녀전체,00. All cancers,모든암,75-79세,10976,1610.7
2004,남녀전체,00. All cancers,모든암,80-84세,6593,1651.8
2004,남녀전체,00. All cancers,모든암,85세이상,2964,1299.1
2004,남녀전체,00. All cancers,모든암,연령전체,134751,277.9
2004,남자,00. All cancers,모든암,00-04세,274,19.4
2004,남자,00. All cancers,모든암,05-09세,178,10
2004,남자,00. All cancers,모든암,10-14세,198,10.8
2004,남자,00. All cancers,모든암,15-19세,233,14.1
2004,남자,00. All cancers,모든암,20-24세,323,15.8
2004,남자,00. All cancers,모든암,25-29세,519,26.1
2004,남자,00. All cancers,모든암,30-34세,1026,44.2
2004,남자,00. All cancers,모든암,35-39세,1820,82.1
2004,남자,00. All cancers,모든암,40-44세,3452,153.5
2004,남자,00. All cancers,모든암,45-49세,5610,291.9
2004,남자,00. All cancers,모든암,50-54세,6620,499.4
2004,남자,00. All cancers,모든암,55-59세,8444,794.9
2004,남자,00. All cancers,모든암,60-64세,11669,1227.1
2004,남자,00. All cancers,모든암,65-69세,12847,1788.7
2004,남자,00. All cancers,모든암,70-74세,9585,2272.4
2004,남자,00. All cancers,모든암,75-79세,6234,2651.1
2004,남자,00. All cancers,모든암,80-84세,3560,2814.1
2004,남자,00. All cancers,모든암,85세이상,1273,2266.1
2004,남자,00. All cancers,모든암,연령전체,73865,303.8
2004,여자,00. All cancers,모든암,00-04세,205,15.8
2004,여자,00. All cancers,모든암,05-09세,116,7.2
2004,여자,00. All cancers,모든암,10-14세,167,10.3
2004,여자,00. All cancers,모든암,15-19세,256,17
2004,여자,00. All cancers,모든암,20-24세,597,30.8
2004,여자,00. All cancers,모든암,25-29세,1164,61.1
2004,여자,00. All cancers,모든암,30-34세,2490,111.8
2004,여자,00. All cancers,모든암,35-39세,3730,174.6
2004,여자,00. All cancers,모든암,40-44세,5943,275.7
2004,여자,00. All cancers,모든암,45-49세,6856,367.9
2004,여자,00. All cancers,모든암,50-54세,5586,426.3
2004,여자,00. All cancers,모든암,55-59세,5580,513.2
2004,여자,00. All cancers,모든암,60-64세,6397,598.5
2004,여자,00. All cancers,모든암,65-69세,6490,718.7
2004,여자,00. All cancers,모든암,70-74세,5843,881
2004,여자,00. All cancers,모든암,75-79세,4742,1062.5
2004,여자,00. All cancers,모든암,80-84세,3033,1112.5
2004,여자,00. All cancers,모든암,85세이상,1691,983.2
2004,여자,00. All cancers,모든암,연령전체,60886,251.9
2005,남녀전체,00. All cancers,모든암,00-04세,495,19.6
2005,남녀전체,00. All cancers,모든암,05-09세,272,8.2
2005,남녀전체,00. All cancers,모든암,10-14세,405,11.5
2005,남녀전체,00. All cancers,모든암,15-19세,470,15
2005,남녀전체,00. All cancers,모든암,20-24세,938,24.7
2005,남녀전체,00. All cancers,모든암,25-29세,1785,45.8
2005,남녀전체,00. All cancers,모든암,30-34세,3669,82.6
2005,남녀전체,00. All cancers,모든암,35-39세,5865,132.7
2005,남녀전체,00. All cancers,모든암,40-44세,9825,226.5
2005,남녀전체,00. All cancers,모든암,45-49세,13699,343.6
2005,남녀전체,00. All cancers,모든암,50-54세,13915,491.8
2005,남녀전체,00. All cancers,모든암,55-59세,15459,687.1
2005,남녀전체,00. All cancers,모든암,60-64세,18851,943.5
2005,남녀전체,00. All cancers,모든암,65-69세,20560,1226.1
2005,남녀전체,00. All cancers,모든암,70-74세,17479,1503.4
2005,남녀전체,00. All cancers,모든암,75-79세,12535,1723.8
2005,남녀전체,00. All cancers,모든암,80-84세,7441,1787.2
2005,남녀전체,00. All cancers,모든암,85세이상,3597,1488.1
2005,남녀전체,00. All cancers,모든암,연령전체,147260,302.5
2005,남자,00. All cancers,모든암,00-04세,266,20.2
2005,남자,00. All cancers,모든암,05-09세,149,8.6
2005,남자,00. All cancers,모든암,10-14세,230,12.2
2005,남자,00. All cancers,모든암,15-19세,234,14.2
2005,남자,00. All cancers,모든암,20-24세,351,17.9
2005,남자,00. All cancers,모든암,25-29세,556,28
2005,남자,00. All cancers,모든암,30-34세,1072,47.3
2005,남자,00. All cancers,모든암,35-39세,1820,80.9
2005,남자,00. All cancers,모든암,40-44세,3613,162.9
2005,남자,00. All cancers,모든암,45-49세,5893,291.5
2005,남자,00. All cancers,모든암,50-54세,7219,507.8
2005,남자,00. All cancers,모든암,55-59세,9270,830.6
2005,남자,00. All cancers,모든암,60-64세,11954,1265.6
2005,남자,00. All cancers,모든암,65-69세,13618,1817.4
2005,남자,00. All cancers,모든암,70-74세,10923,2366.1
2005,남자,00. All cancers,모든암,75-79세,7148,2859.8
2005,남자,00. All cancers,모든암,80-84세,3912,2971.7
2005,남자,00. All cancers,모든암,85세이상,1608,2646.4
2005,남자,00. All cancers,모든암,연령전체,79836,327.1
2005,여자,00. All cancers,모든암,00-04세,229,18.9
2005,여자,00. All cancers,모든암,05-09세,123,7.8
2005,여자,00. All cancers,모든암,10-14세,175,10.6
2005,여자,00. All cancers,모든암,15-19세,236,15.8
2005,여자,00. All cancers,모든암,20-24세,587,31.8
2005,여자,00. All cancers,모든암,25-29세,1229,64.5
2005,여자,00. All cancers,모든암,30-34세,2597,119.4
2005,여자,00. All cancers,모든암,35-39세,4045,186.4
2005,여자,00. All cancers,모든암,40-44세,6212,292.9
2005,여자,00. All cancers,모든암,45-49세,7806,397.3
2005,여자,00. All cancers,모든암,50-54세,6696,475.5
2005,여자,00. All cancers,모든암,55-59세,6189,545.8
2005,여자,00. All cancers,모든암,60-64세,6897,654.7
2005,여자,00. All cancers,모든암,65-69세,6942,748.4
2005,여자,00. All cancers,모든암,70-74세,6556,935.3
2005,여자,00. All cancers,모든암,75-79세,5387,1128.8
2005,여자,00. All cancers,모든암,80-84세,3529,1239.6
2005,여자,00. All cancers,모든암,85세이상,1989,1099.1
2005,여자,00. All cancers,모든암,연령전체,67424,277.8
2006,남녀전체,00. All cancers,모든암,00-04세,478,20.1
2006,남녀전체,00. All cancers,모든암,05-09세,302,9.4
2006,남녀전체,00. All cancers,모든암,10-14세,410,11.5
2006,남녀전체,00. All cancers,모든암,15-19세,519,16.4
2006,남녀전체,00. All cancers,모든암,20-24세,927,25.7
2006,남녀전체,00. All cancers,모든암,25-29세,1886,47.7
2006,남녀전체,00. All cancers,모든암,30-34세,3886,90.7
2006,남녀전체,00. All cancers,모든암,35-39세,6460,143.3
2006,남녀전체,00. All cancers,모든암,40-44세,9763,230.4
2006,남녀전체,00. All cancers,모든암,45-49세,15216,364
2006,남녀전체,00. All cancers,모든암,50-54세,15719,509.7
2006,남녀전체,00. All cancers,모든암,55-59세,16461,707.3
2006,남녀전체,00. All cancers,모든암,60-64세,18661,945.7
2006,남녀전체,00. All cancers,모든암,65-69세,21232,1228.2
2006,남녀전체,00. All cancers,모든암,70-74세,18925,1514.4
2006,남녀전체,00. All cancers,모든암,75-79세,12959,1682.8
2006,남녀전체,00. All cancers,모든암,80-84세,7443,1716.3
2006,남녀전체,00. All cancers,모든암,85세이상,3695,1429.5
2006,남녀전체,00. All cancers,모든암,연령전체,154942,316.9
2006,남자,00. All cancers,모든암,00-04세,249,20.2
2006,남자,00. All cancers,모든암,05-09세,171,10.2
2006,남자,00. All cancers,모든암,10-14세,235,12.4
2006,남자,00. All cancers,모든암,15-19세,273,16.4
2006,남자,00. All cancers,모든암,20-24세,357,19.2
2006,남자,00. All cancers,모든암,25-29세,543,26.8
2006,남자,00. All cancers,모든암,30-34세,1083,49.6
2006,남자,00. All cancers,모든암,35-39세,1935,84.5
2006,남자,00. All cancers,모든암,40-44세,3408,156.7
2006,남자,00. All cancers,모든암,45-49세,6104,288.1
2006,남자,00. All cancers,모든암,50-54세,8064,521.1
2006,남자,00. All cancers,모든암,55-59세,9670,837.1
2006,남자,00. All cancers,모든암,60-64세,11816,1258.2
2006,남자,00. All cancers,모든암,65-69세,13947,1792
2006,남자,00. All cancers,모든암,70-74세,11980,2364.6
2006,남자,00. All cancers,모든암,75-79세,7562,2852.5
2006,남자,00. All cancers,모든암,80-84세,3948,2900.6
2006,남자,00. All cancers,모든암,85세이상,1653,2515.7
2006,남자,00. All cancers,모든암,연령전체,82998,338.7
2006,여자,00. All cancers,모든암,00-04세,229,20.1
2006,여자,00. All cancers,모든암,05-09세,131,8.6
2006,여자,00. All cancers,모든암,10-14세,175,10.5
2006,여자,00. All cancers,모든암,15-19세,246,16.4
2006,여자,00. All cancers,모든암,20-24세,570,32.7
2006,여자,00. All cancers,모든암,25-29세,1343,69.5
2006,여자,00. All cancers,모든암,30-34세,2803,133.5
2006,여자,00. All cancers,모든암,35-39세,4525,204.1
2006,여자,00. All cancers,모든암,40-44세,6355,308
2006,여자,00. All cancers,모든암,45-49세,9112,442
2006,여자,00. All cancers,모든암,50-54세,7655,498.1
2006,여자,00. All cancers,모든암,55-59세,6791,579.4
2006,여자,00. All cancers,모든암,60-64세,6845,661.9
2006,여자,00. All cancers,모든암,65-69세,7285,766.5
2006,여자,00. All cancers,모든암,70-74세,6945,934.7
2006,여자,00. All cancers,모든암,75-79세,5397,1068.8
2006,여자,00. All cancers,모든암,80-84세,3495,1174.5
2006,여자,00. All cancers,모든암,85세이상,2042,1059.3
2006,여자,00. All cancers,모든암,연령전체,71944,295.1
2007,남녀전체,00. All cancers,모든암,00-04세,468,20.2
2007,남녀전체,00. All cancers,모든암,05-09세,306,10.1
2007,남녀전체,00. All cancers,모든암,10-14세,429,12.2
2007,남녀전체,00. All cancers,모든암,15-19세,576,17.7
2007,남녀전체,00. All cancers,모든암,20-24세,933,27.5
2007,남녀전체,00. All cancers,모든암,25-29세,2114,52.7
2007,남녀전체,00. All cancers,모든암,30-34세,4173,101
2007,남녀전체,00. All cancers,모든암,35-39세,7141,155.9
2007,남녀전체,00. All cancers,모든암,40-44세,10815,259.4
2007,남녀전체,00. All cancers,모든암,45-49세,16586,383.1
2007,남녀전체,00. All cancers,모든암,50-54세,17505,530.6
2007,남녀전체,00. All cancers,모든암,55-59세,17467,727
